signal_id,module_code,module_kr,sensor_type,unit,missing_rate,n_unique,is_constant,mean,std,min,max,note
SIG_368,METRO,계측,표면조도,nm,0.0038,113,0,0.0038,0.0027,0.0,0.0357,교육용 가상 매핑(원본은 익명화 신호)
SIG_369,CHAMBER,챔버,압력,Torr,0.0038,97,0,0.0032,0.0021,0.0,0.0334,교육용 가상 매핑(원본은 익명화 신호)
SIG_370,RF,RF전원,반사전력,W,0.0038,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_371,VACUUM,진공,게이트밸브개도,%,0.0038,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_372,GAS_MFC,가스공급,라인압력,psi,0.0038,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_373,ESC,정전척,척전압,V,0.0038,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_374,THERMAL,온도제어,쿨런트온도,degC,0.0038,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_375,TRANSFER,이송,진공척흡착,kPa,0.0038,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_376,METRO,계측,표면조도,nm,0.0038,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_377,CHAMBER,챔버,압력,Torr,0.0013,36,0,0.0016,0.0005,0.0004,0.0082,교육용 가상 매핑(원본은 익명화 신호)
SIG_378,RF,RF전원,반사전력,W,0.0013,31,0,0.0016,0.0005,0.0004,0.0077,교육용 가상 매핑(원본은 익명화 신호)
SIG_379,VACUUM,진공,게이트밸브개도,%,0.0038,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_380,GAS_MFC,가스공급,라인압력,psi,0.0038,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_381,ESC,정전척,척전압,V,0.0038,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_382,THERMAL,온도제어,쿨런트온도,degC,0.0038,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_383,TRANSFER,이송,진공척흡착,kPa,0.6496,29,0,0.0018,0.0267,0.0001,0.6271,교육용 가상 매핑(원본은 익명화 신호)
SIG_384,METRO,계측,표면조도,nm,0.6496,525,0,0.541,1.341,0.0875,30.9982,교육용 가상 매핑(원본은 익명화 신호)
SIG_385,CHAMBER,챔버,압력,Torr,0.6496,536,0,1.2854,3.1684,0.3383,74.8445,교육용 가상 매핑(원본은 익명화 신호)
SIG_386,RF,RF전원,반사전력,W,0.4563,232,0,0.0114,0.0144,0.0,0.2073,교육용 가상 매핑(원본은 익명화 신호)
SIG_387,VACUUM,진공,게이트밸브개도,%,0.0,191,0,0.0083,0.0155,0.0008,0.3068,교육용 가상 매핑(원본은 익명화 신호)
SIG_388,GAS_MFC,가스공급,라인압력,psi,0.0,22,0,0.0003,0.005,0.0,0.1309,교육용 가상 매핑(원본은 익명화 신호)
SIG_389,ESC,정전척,척전압,V,0.0,1564,0,35.1551,17.227,6.3101,348.8293,교육용 가상 매핑(원본은 익명화 신호)
SIG_390,THERMAL,온도제어,쿨런트온도,degC,0.0,92,0,0.0013,0.0118,0.0001,0.3127,교육용 가상 매핑(원본은 익명화 신호)
SIG_391,TRANSFER,이송,진공척흡착,kPa,0.0,1458,0,1.4319,20.3264,0.3046,805.3936,교육용 가상 매핑(원본은 익명화 신호)
SIG_392,METRO,계측,표면조도,nm,0.0153,183,0,0.011,0.0067,0.0031,0.1375,교육용 가상 매핑(원본은 익명화 신호)
SIG_393,CHAMBER,챔버,압력,Torr,0.0,109,0,0.0045,0.003,0.0005,0.0229,교육용 가상 매핑(원본은 익명화 신호)
SIG_394,RF,RF전원,반사전력,W,0.0,953,0,0.134,0.0384,0.0342,0.2994,교육용 가상 매핑(원본은 익명화 신호)
SIG_395,VACUUM,진공,게이트밸브개도,%,0.0057,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_396,GAS_MFC,가스공급,라인압력,psi,0.0057,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_397,ESC,정전척,척전압,V,0.0057,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_398,THERMAL,온도제어,쿨런트온도,degC,0.0057,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_399,TRANSFER,이송,진공척흡착,kPa,0.0057,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_400,METRO,계측,표면조도,nm,0.0057,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_401,CHAMBER,챔버,압력,Torr,0.0057,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_402,RF,RF전원,반사전력,W,0.0057,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_403,VACUUM,진공,게이트밸브개도,%,0.0057,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_404,GAS_MFC,가스공급,라인압력,psi,0.0057,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_405,ESC,정전척,척전압,V,0.0057,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_406,THERMAL,온도제어,쿨런트온도,degC,0.0051,228,0,0.0242,0.0107,0.0062,0.0514,교육용 가상 매핑(원본은 익명화 신호)
SIG_407,TRANSFER,이송,진공척흡착,kPa,0.0051,335,0,6.7306,2.8296,2.0545,14.7277,교육용 가상 매핑(원본은 익명화 신호)
SIG_408,METRO,계측,표면조도,nm,0.0051,331,0,1.232,0.3647,0.424,3.3128,교육용 가상 매핑(원본은 익명화 신호)
SIG_409,CHAMBER,챔버,압력,Torr,0.0032,593,0,5.3409,2.5781,2.7378,44.31,교육용 가상 매핑(원본은 익명화 신호)
SIG_410,RF,RF전원,반사전력,W,0.0038,1548,0,4.5804,1.7768,1.2163,9.5765,교육용 가상 매핑(원본은 익명화 신호)
SIG_411,VACUUM,진공,게이트밸브개도,%,0.0045,1545,0,4.9293,2.123,0.7342,13.8071,교육용 가상 매핑(원본은 익명화 신호)
SIG_412,GAS_MFC,가스공급,라인압력,psi,0.0089,509,0,2.6161,0.5515,0.9609,6.215,교육용 가상 매핑(원본은 익명화 신호)
SIG_413,ESC,정전척,척전압,V,0.0089,518,0,30.9113,18.4136,0.0,128.2816,교육용 가상 매핑(원본은 익명화 신호)
SIG_414,THERMAL,온도제어,쿨런트온도,degC,0.0089,518,0,25.6127,47.3085,4.0416,899.119,교육용 가상 매핑(원본은 익명화 신호)
SIG_415,TRANSFER,이송,진공척흡착,kPa,0.0089,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_416,METRO,계측,표면조도,nm,0.0089,513,0,6.6306,3.9584,1.534,116.8615,교육용 가상 매핑(원본은 익명화 신호)
SIG_417,CHAMBER,챔버,압력,Torr,0.0057,510,0,3.4043,1.0354,0.0,9.69,교육용 가상 매핑(원본은 익명화 신호)
SIG_418,RF,RF전원,반사전력,W,0.0013,1551,0,8.1909,4.0545,2.1531,39.0376,교육용 가상 매핑(원본은 익명화 신호)
SIG_419,VACUUM,진공,게이트밸브개도,%,0.0013,1051,0,320.2592,287.7045,0.0,999.316,교육용 가상 매핑(원본은 익명화 신호)
SIG_420,GAS_MFC,가스공급,라인압력,psi,0.0013,851,0,309.0613,325.4484,0.0,998.6813,교육용 가상 매핑(원본은 익명화 신호)
SIG_421,ESC,정전척,척전압,V,0.0013,1514,0,1.8213,3.0577,0.4411,111.4956,교육용 가상 매핑(원본은 익명화 신호)
SIG_422,THERMAL,온도제어,쿨런트온도,degC,0.0013,1534,0,4.1745,6.9139,0.7217,273.0952,교육용 가상 매핑(원본은 익명화 신호)
SIG_423,TRANSFER,이송,진공척흡착,kPa,0.0019,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_424,METRO,계측,표면조도,nm,0.0019,1563,0,77.6604,32.5969,23.02,424.2152,교육용 가상 매핑(원본은 익명화 신호)
SIG_425,CHAMBER,챔버,압력,Torr,0.0019,1529,0,3.3155,6.3254,0.4866,103.1809,교육용 가상 매핑(원본은 익명화 신호)
SIG_426,RF,RF전원,반사전력,W,0.0019,1540,0,6.7963,23.2577,1.4666,898.6085,교육용 가상 매핑(원본은 익명화 신호)
SIG_427,VACUUM,진공,게이트밸브개도,%,0.0019,1481,0,1.2339,0.9956,0.3632,24.9904,교육용 가상 매핑(원본은 익명화 신호)
SIG_428,GAS_MFC,가스공급,라인압력,psi,0.0019,1538,0,4.0585,3.0421,0.6637,113.223,교육용 가상 매핑(원본은 익명화 신호)
SIG_429,ESC,정전척,척전압,V,0.0064,404,0,4.2207,10.6327,1.1198,118.7533,교육용 가상 매핑(원본은 익명화 신호)
SIG_430,THERMAL,온도제어,쿨런트온도,degC,0.0,1542,0,4.1718,6.4354,0.7837,186.6164,교육용 가상 매핑(원본은 익명화 신호)
SIG_431,TRANSFER,이송,진공척흡착,kPa,0.0013,1551,0,18.4216,36.0601,0.0,400.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_432,METRO,계측,표면조도,nm,0.0013,1553,0,22.3583,36.3954,0.0,400.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_433,CHAMBER,챔버,압력,Torr,0.0013,1503,0,99.3676,126.1887,0.0,994.2857,교육용 가상 매핑(원본은 익명화 신호)
SIG_434,RF,RF전원,반사전력,W,0.0013,1371,0,205.5193,225.7789,0.0,995.7447,교육용 가상 매핑(원본은 익명화 신호)
SIG_435,VACUUM,진공,게이트밸브개도,%,0.0013,1537,0,14.7339,34.1089,0.0,400.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_436,GAS_MFC,가스공급,라인압력,psi,0.0013,1524,0,9.3707,34.3698,0.0,400.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_437,ESC,정전척,척전압,V,0.0013,1539,0,7.5133,34.5578,0.0,400.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_438,THERMAL,온도제어,쿨런트온도,degC,0.0013,1495,0,4.0168,1.6113,1.1568,32.274,교육용 가상 매핑(원본은 익명화 신호)
SIG_439,TRANSFER,이송,진공척흡착,kPa,0.0013,967,0,54.7011,34.1081,0.0,851.6129,교육용 가상 매핑(원본은 익명화 신호)
SIG_440,METRO,계측,표면조도,nm,0.0013,1550,0,70.6439,38.3762,14.1206,657.7621,교육용 가상 매핑(원본은 익명화 신호)
SIG_441,CHAMBER,챔버,압력,Torr,0.0013,1557,0,11.5266,6.1695,1.0973,33.058,교육용 가상 매핑(원본은 익명화 신호)
SIG_442,RF,RF전원,반사전력,W,0.0006,325,0,0.8021,0.1842,0.3512,1.2771,교육용 가상 매핑(원본은 익명화 신호)
SIG_443,VACUUM,진공,게이트밸브개도,%,0.0006,335,0,1.3453,0.6592,0.0974,5.1317,교육용 가상 매핑(원본은 익명화 신호)
SIG_444,GAS_MFC,가스공급,라인압력,psi,0.0006,330,0,0.6339,0.1436,0.2169,1.0851,교육용 가상 매핑(원본은 익명화 신호)
SIG_445,ESC,정전척,척전압,V,0.0006,325,0,0.895,0.1555,0.3336,1.3511,교육용 가상 매핑(원본은 익명화 신호)
SIG_446,THERMAL,온도제어,쿨런트온도,degC,0.0006,329,0,0.6471,0.1413,0.3086,1.1087,교육용 가상 매핑(원본은 익명화 신호)
SIG_447,TRANSFER,이송,진공척흡착,kPa,0.0006,338,0,1.175,0.1762,0.6968,1.7639,교육용 가상 매핑(원본은 익명화 신호)
SIG_448,METRO,계측,표면조도,nm,0.0006,317,0,0.2819,0.0865,0.0846,0.5085,교육용 가상 매핑(원본은 익명화 신호)
SIG_449,CHAMBER,챔버,압력,Torr,0.0006,326,0,0.3323,0.2363,0.0399,1.4754,교육용 가상 매핑(원본은 익명화 신호)
SIG_450,RF,RF전원,반사전력,W,0.0153,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_451,VACUUM,진공,게이트밸브개도,%,0.0153,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_452,GAS_MFC,가스공급,라인압력,psi,0.0006,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_453,ESC,정전척,척전압,V,0.0006,1518,0,5.3468,0.9192,2.6709,13.9776,교육용 가상 매핑(원본은 익명화 신호)
SIG_454,THERMAL,온도제어,쿨런트온도,degC,0.0006,1550,0,5.461,2.2508,0.9037,34.4902,교육용 가상 매핑(원본은 익명화 신호)
SIG_455,TRANSFER,이송,진공척흡착,kPa,0.0006,1555,0,7.8837,3.0597,2.3294,42.0703,교육용 가상 매핑(원본은 익명화 신호)
SIG_456,METRO,계측,표면조도,nm,0.0006,1527,0,3.6366,0.9384,0.6948,10.184,교육용 가상 매핑(원본은 익명화 신호)
SIG_457,CHAMBER,챔버,압력,Torr,0.0006,1551,0,12.3257,8.1259,3.0489,232.1258,교육용 가상 매핑(원본은 익명화 신호)
SIG_458,RF,RF전원,반사전력,W,0.0006,1547,0,5.2637,4.5377,1.4428,164.1093,교육용 가상 매핑(원본은 익명화 신호)
SIG_459,VACUUM,진공,게이트밸브개도,%,0.0006,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_460,GAS_MFC,가스공급,라인압력,psi,0.0006,1518,0,2.8384,1.3456,0.991,47.7772,교육용 가상 매핑(원본은 익명화 신호)
SIG_461,ESC,정전척,척전압,V,0.0006,1564,0,29.1974,13.3352,7.9534,149.3851,교육용 가상 매핑(원본은 익명화 신호)
SIG_462,THERMAL,온도제어,쿨런트온도,degC,0.0006,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_463,TRANSFER,이송,진공척흡착,kPa,0.0026,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_464,METRO,계측,표면조도,nm,0.0026,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_465,CHAMBER,챔버,압력,Torr,0.0026,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_466,RF,RF전원,반사전력,W,0.0026,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_467,VACUUM,진공,게이트밸브개도,%,0.0026,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_468,GAS_MFC,가스공급,라인압력,psi,0.0026,417,0,6.2521,8.6737,1.7163,109.0074,교육용 가상 매핑(원본은 익명화 신호)
SIG_469,ESC,정전척,척전압,V,0.0045,1317,0,224.173,230.7669,0.0,999.877,교육용 가상 매핑(원본은 익명화 신호)
SIG_470,THERMAL,온도제어,쿨런트온도,degC,0.0038,1514,0,5.6623,3.1517,2.6009,77.8007,교육용 가상 매핑(원본은 익명화 신호)
SIG_471,TRANSFER,이송,진공척흡착,kPa,0.0038,1547,0,5.3678,4.9834,0.8325,87.1347,교육용 가상 매핑(원본은 익명화 신호)
SIG_472,METRO,계측,표면조도,nm,0.0038,1552,0,9.6388,10.1741,2.4026,212.6557,교육용 가상 매핑(원본은 익명화 신호)
SIG_473,CHAMBER,챔버,압력,Torr,0.0045,1560,0,137.8884,47.698,11.4997,492.7718,교육용 가상 매핑(원본은 익명화 신호)
SIG_474,RF,RF전원,반사전력,W,0.0045,1558,0,39.4268,22.4571,0.0,358.9504,교육용 가상 매핑(원본은 익명화 신호)
SIG_475,VACUUM,진공,게이트밸브개도,%,0.0045,1559,0,37.637,24.8229,0.0,415.4355,교육용 가상 매핑(원본은 익명화 신호)
SIG_476,GAS_MFC,가스공급,라인압력,psi,0.0038,1526,0,4.2626,2.6112,1.1011,79.1162,교육용 가상 매핑(원본은 익명화 신호)
SIG_477,ESC,정전척,척전압,V,0.0038,1559,0,20.1322,14.9396,0.0,274.8871,교육용 가상 매핑(원본은 익명화 신호)
SIG_478,THERMAL,온도제어,쿨런트온도,degC,0.0038,1537,0,6.2579,10.185,1.6872,289.8264,교육용 가상 매핑(원본은 익명화 신호)
SIG_479,TRANSFER,이송,진공척흡착,kPa,0.0038,2,0,0.1281,5.0621,0.0,200.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_480,METRO,계측,표면조도,nm,0.0038,1507,0,3.2834,2.6386,0.6459,63.3336,교육용 가상 매핑(원본은 익명화 신호)
SIG_481,CHAMBER,챔버,압력,Torr,0.0038,1560,0,75.5381,35.7525,8.8406,221.9747,교육용 가상 매핑(원본은 익명화 신호)
SIG_482,RF,RF전원,반사전력,W,0.0038,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_483,VACUUM,진공,게이트밸브개도,%,0.0153,1062,0,318.4184,281.0113,0.0,999.4135,교육용 가상 매핑(원본은 익명화 신호)
SIG_484,GAS_MFC,가스공급,라인압력,psi,0.0153,1402,0,206.5642,192.8644,0.0,989.4737,교육용 가상 매핑(원본은 익명화 신호)
SIG_485,ESC,정전척,척전압,V,0.0153,1324,0,215.2889,213.1266,0.0,996.8586,교육용 가상 매핑(원본은 익명화 신호)
SIG_486,THERMAL,온도제어,쿨런트온도,degC,0.0153,1358,0,201.1117,218.69,0.0,994.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_487,TRANSFER,이송,진공척흡착,kPa,0.0153,1039,0,302.5062,287.3641,0.0,999.4911,교육용 가상 매핑(원본은 익명화 신호)
SIG_488,METRO,계측,표면조도,nm,0.0153,1199,0,239.4553,263.8376,0.0,995.7447,교육용 가상 매핑(원본은 익명화 신호)
SIG_489,CHAMBER,챔버,압력,Torr,0.0153,1314,0,352.6165,252.0438,0.0,997.5186,교육용 가상 매핑(원본은 익명화 신호)
SIG_490,RF,RF전원,반사전력,W,0.0153,1344,0,272.1697,228.0467,0.0,994.0035,교육용 가상 매핑(원본은 익명화 신호)
SIG_491,VACUUM,진공,게이트밸브개도,%,0.0006,1562,0,51.354,18.0486,13.7225,142.8436,교육용 가상 매핑(원본은 익명화 신호)
SIG_492,GAS_MFC,가스공급,라인압력,psi,0.0077,472,0,2.4427,1.2243,0.5558,12.7698,교육용 가상 매핑(원본은 익명화 신호)
SIG_493,ESC,정전척,척전압,V,0.8558,226,0,8.1709,1.7593,4.8882,21.0443,교육용 가상 매핑(원본은 익명화 신호)
SIG_494,THERMAL,온도제어,쿨런트온도,degC,0.0,572,0,2.53,0.9739,0.833,9.4024,교육용 가상 매핑(원본은 익명화 신호)
SIG_495,TRANSFER,이송,진공척흡착,kPa,0.0,894,0,0.9564,6.6152,0.0342,127.5728,교육용 가상 매핑(원본은 익명화 신호)
SIG_496,METRO,계측,표면조도,nm,0.0,964,0,6.8078,3.26,1.772,107.6926,교육용 가상 매핑(원본은 익명화 신호)
SIG_497,CHAMBER,챔버,압력,Torr,0.0325,1510,0,29.8659,24.6216,4.8135,219.6436,교육용 가상 매핑(원본은 익명화 신호)
SIG_498,RF,RF전원,반사전력,W,0.0325,1509,0,11.821,4.9566,1.9496,40.2818,교육용 가상 매핑(원본은 익명화 신호)
SIG_499,VACUUM,진공,게이트밸브개도,%,0.0038,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_500,GAS_MFC,가스공급,라인압력,psi,0.0013,703,0,263.1959,324.7713,0.0,1000.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_501,ESC,정전척,척전압,V,0.0013,648,0,240.9814,323.0034,0.0,999.2337,교육용 가상 매핑(원본은 익명화 신호)
SIG_502,THERMAL,온도제어,쿨런트온도,degC,0.0038,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_503,TRANSFER,이송,진공척흡착,kPa,0.0038,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_504,METRO,계측,표면조도,nm,0.0038,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_505,CHAMBER,챔버,압력,Torr,0.0038,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_506,RF,RF전원,반사전력,W,0.0038,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_507,VACUUM,진공,게이트밸브개도,%,0.0038,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_508,GAS_MFC,가스공급,라인압력,psi,0.0038,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_509,ESC,정전척,척전압,V,0.0038,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_510,THERMAL,온도제어,쿨런트온도,degC,0.0038,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_511,TRANSFER,이송,진공척흡착,kPa,0.0013,1498,0,55.7635,37.6917,0.0,451.4851,교육용 가상 매핑(원본은 익명화 신호)
SIG_512,METRO,계측,표면조도,nm,0.0013,586,0,275.9795,329.6647,0.0,1000.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_513,CHAMBER,챔버,압력,Torr,0.0038,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_514,RF,RF전원,반사전력,W,0.0038,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_515,VACUUM,진공,게이트밸브개도,%,0.0038,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_516,GAS_MFC,가스공급,라인압력,psi,0.0038,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_517,ESC,정전척,척전압,V,0.6496,498,0,0.6789,10.7839,0.0287,252.8604,교육용 가상 매핑(원본은 익명화 신호)
SIG_518,THERMAL,온도제어,쿨런트온도,degC,0.6496,543,0,1.7389,4.8907,0.288,113.2758,교육용 가상 매핑(원본은 익명화 신호)
SIG_519,TRANSFER,이송,진공척흡착,kPa,0.6496,542,0,1.8063,4.7159,0.4674,111.3495,교육용 가상 매핑(원본은 익명화 신호)
SIG_520,METRO,계측,표면조도,nm,0.4563,836,0,11.7284,15.8144,0.0,184.3488,교육용 가상 매핑(원본은 익명화 신호)
SIG_521,CHAMBER,챔버,압력,Torr,0.0,1536,0,2.696,5.7024,0.3121,111.7365,교육용 가상 매핑(원본은 익명화 신호)
SIG_522,RF,RF전원,반사전력,W,0.0,9,0,11.6101,103.123,0.0,1000.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_523,VACUUM,진공,게이트밸브개도,%,0.0,1562,0,14.7289,7.1044,2.6811,137.9838,교육용 가상 매핑(원본은 익명화 신호)
SIG_524,GAS_MFC,가스공급,라인압력,psi,0.0,1040,0,0.4539,4.1476,0.0258,111.333,교육용 가상 매핑(원본은 익명화 신호)
SIG_525,ESC,정전척,척전압,V,0.0,1543,0,5.6878,20.6634,1.3104,818.0005,교육용 가상 매핑(원본은 익명화 신호)
SIG_526,THERMAL,온도제어,쿨런트온도,degC,0.0153,1526,0,5.5604,3.9204,1.54,80.0406,교육용 가상 매핑(원본은 익명화 신호)
SIG_527,TRANSFER,이송,진공척흡착,kPa,0.0,1514,0,1.4435,0.9584,0.1705,8.2037,교육용 가상 매핑(원본은 익명화 신호)
SIG_528,METRO,계측,표면조도,nm,0.0,1549,0,6.3957,1.8887,2.17,14.4479,교육용 가상 매핑(원본은 익명화 신호)
SIG_529,CHAMBER,챔버,압력,Torr,0.0057,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_530,RF,RF전원,반사전력,W,0.0057,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_531,VACUUM,진공,게이트밸브개도,%,0.0057,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_532,GAS_MFC,가스공급,라인압력,psi,0.0057,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_533,ESC,정전척,척전압,V,0.0057,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_534,THERMAL,온도제어,쿨런트온도,degC,0.0057,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_535,TRANSFER,이송,진공척흡착,kPa,0.0057,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_536,METRO,계측,표면조도,nm,0.0057,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_537,CHAMBER,챔버,압력,Torr,0.0057,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_538,RF,RF전원,반사전력,W,0.0057,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_539,VACUUM,진공,게이트밸브개도,%,0.0057,1,1,0.0,0.0,0.0,0.0,교육용 가상 매핑(원본은 익명화 신호)
SIG_540,GAS_MFC,가스공급,라인압력,psi,0.0051,333,0,3.0342,1.2529,0.8516,6.5803,교육용 가상 매핑(원본은 익명화 신호)
SIG_541,ESC,정전척,척전압,V,0.0051,336,0,1.9428,0.7319,0.6144,4.0825,교육용 가상 매핑(원본은 익명화 신호)
SIG_542,THERMAL,온도제어,쿨런트온도,degC,0.0051,336,0,9.6116,2.8964,3.2761,25.7792,교육용 가상 매핑(원본은 익명화 신호)
SIG_543,TRANSFER,이송,진공척흡착,kPa,0.0013,102,0,0.1112,0.0027,0.1053,0.1184,교육용 가상 매핑(원본은 익명화 신호)
SIG_544,METRO,계측,표면조도,nm,0.0013,71,0,0.0085,0.0015,0.0051,0.024,교육용 가상 매핑(원본은 익명화 신호)
SIG_545,CHAMBER,챔버,압력,Torr,0.0013,21,0,0.0025,0.0003,0.0016,0.0047,교육용 가상 매핑(원본은 익명화 신호)
SIG_546,RF,RF전원,반사전력,W,0.0013,273,0,7.6114,1.3155,4.4294,21.0443,교육용 가상 매핑(원본은 익명화 신호)
SIG_547,VACUUM,진공,게이트밸브개도,%,0.1659,1047,0,1.0396,0.3891,0.4444,3.9786,교육용 가상 매핑(원본은 익명화 신호)
SIG_548,GAS_MFC,가스공급,라인압력,psi,0.1659,1023,0,403.5465,5.0639,372.822,421.702,교육용 가상 매핑(원본은 익명화 신호)
SIG_549,ESC,정전척,척전압,V,0.1659,964,0,75.6799,3.3905,71.038,83.72,교육용 가상 매핑(원본은 익명화 신호)
SIG_550,THERMAL,온도제어,쿨런트온도,degC,0.1659,1048,0,0.6633,0.6733,0.0446,7.0656,교육용 가상 매핑(원본은 익명화 신호)
SIG_551,TRANSFER,이송,진공척흡착,kPa,0.1659,747,0,17.0133,4.967,6.11,131.68,교육용 가상 매핑(원본은 익명화 신호)
SIG_552,METRO,계측,표면조도,nm,0.1659,213,0,1.2307,1.3611,0.12,39.33,교육용 가상 매핑(원본은 익명화 신호)
SIG_553,CHAMBER,챔버,압력,Torr,0.1659,973,0,0.2767,0.2762,0.0187,2.7182,교육용 가상 매핑(원본은 익명화 신호)
