wafer_id,step,t_sec,rf_forward_W,rf_reflected_W,chamber_pressure_mTorr,ar_flow_sccm,cf4_flow_sccm,esc_temp_C,he_backside_Torr,endpoint_intensity
WF0260,Stabilize,1,-7.14,1.85,32.093,102.87,-1.75,62.95,7.983,100.84
WF0260,Stabilize,2,2.03,0.5,31.065,102.58,-0.6,62.72,7.981,98.95
WF0260,Stabilize,3,1.33,0.0,30.137,103.36,-2.3,62.82,8.131,99.52
WF0260,Stabilize,4,5.01,0.69,30.416,102.27,-3.08,63.31,8.318,102.09
WF0260,Stabilize,5,2.69,0.85,30.137,105.54,-1.9,63.82,7.967,101.06
WF0260,Stabilize,6,-9.22,0.0,29.95,102.92,-2.42,63.37,7.829,104.69
WF0260,Stabilize,7,10.73,0.0,29.775,103.37,-1.7,62.9,8.162,104.21
WF0260,Stabilize,8,3.58,0.0,29.714,104.43,-1.48,62.93,8.023,103.57
WF0260,Stabilize,9,-2.62,5.27,29.23,105.07,-1.42,63.45,7.915,101.63
WF0260,MainEtch,10,597.5,17.72,21.381,77.64,36.11,65.76,7.888,103.11
WF0260,MainEtch,11,671.55,15.64,20.942,79.19,36.62,65.64,7.822,101.0
WF0260,MainEtch,12,711.15,15.62,21.035,82.31,37.51,65.88,7.918,98.24
WF0260,MainEtch,13,736.48,20.8,21.477,78.99,37.31,65.78,7.935,104.15
WF0260,MainEtch,14,760.57,17.21,19.229,85.9,38.39,66.73,8.046,101.94
WF0260,MainEtch,15,772.09,19.87,19.956,81.99,38.73,66.44,7.948,98.25
WF0260,MainEtch,16,773.8,15.46,19.536,83.49,39.13,65.63,7.951,104.73
WF0260,MainEtch,17,792.75,13.22,20.076,82.7,37.21,65.86,7.819,99.87
WF0260,MainEtch,18,795.45,15.64,19.816,84.65,38.2,65.81,7.991,105.18
WF0260,MainEtch,19,799.14,18.27,19.333,81.49,39.66,65.81,7.941,100.89
WF0260,MainEtch,20,796.38,16.19,19.776,84.31,38.04,65.68,7.977,98.3
WF0260,MainEtch,21,792.18,15.49,19.986,82.12,37.27,65.86,7.96,106.26
WF0260,MainEtch,22,799.35,16.22,19.623,81.65,38.26,65.42,8.011,103.44
WF0260,MainEtch,23,791.43,13.13,19.808,82.64,39.38,66.36,8.151,100.82
WF0260,MainEtch,24,808.35,14.22,19.448,83.43,37.0,65.63,8.0,103.8
WF0260,MainEtch,25,792.76,19.92,19.396,83.34,38.31,66.43,7.959,101.62
WF0260,MainEtch,26,799.94,18.08,20.823,85.27,37.03,65.29,7.826,101.38
WF0260,MainEtch,27,803.04,15.43,19.339,85.36,37.57,65.56,8.145,99.69
WF0260,MainEtch,28,804.55,19.32,19.379,85.73,39.98,65.58,7.946,105.88
WF0260,MainEtch,29,796.63,18.3,18.776,82.07,38.65,65.73,7.941,97.48
WF0260,MainEtch,30,798.41,13.67,19.327,83.85,38.15,65.14,7.971,103.6
WF0260,MainEtch,31,815.34,15.29,19.583,84.52,39.47,65.23,8.074,103.18
WF0260,MainEtch,32,801.03,14.53,19.634,82.87,39.16,64.75,7.861,99.84
WF0260,MainEtch,33,803.32,18.93,18.956,86.68,37.71,65.81,7.896,98.67
WF0260,MainEtch,34,800.3,14.36,19.452,86.35,38.8,65.23,7.893,91.71
WF0260,MainEtch,35,810.92,16.83,20.031,84.28,39.58,65.88,8.162,86.04
WF0260,MainEtch,36,811.51,18.67,19.359,82.33,39.51,66.05,7.717,86.0
WF0260,MainEtch,37,816.49,14.37,19.819,83.75,39.56,65.47,8.052,85.8
WF0260,MainEtch,38,801.83,13.16,19.323,84.44,37.35,65.07,7.989,75.77
WF0260,MainEtch,39,813.14,16.64,19.945,82.66,38.84,65.43,7.917,67.3
WF0260,MainEtch,40,807.05,14.96,19.258,88.26,37.06,65.09,7.913,63.24
WF0260,MainEtch,41,785.43,15.28,19.733,83.93,37.61,65.26,8.049,59.85
WF0260,MainEtch,42,794.61,14.65,19.575,84.19,40.15,66.27,8.039,56.05
WF0260,MainEtch,43,787.94,16.57,18.862,83.04,36.91,65.3,7.916,54.27
WF0260,MainEtch,44,786.02,16.49,21.28,83.32,38.03,65.32,8.083,52.02
WF0260,MainEtch,45,792.7,16.31,19.633,84.92,38.11,65.42,8.124,49.34
WF0260,MainEtch,46,812.35,18.13,19.496,84.03,37.54,65.9,8.13,46.18
WF0260,MainEtch,47,814.47,17.6,19.393,83.33,38.99,65.68,8.211,45.09
WF0260,MainEtch,48,793.91,13.66,19.743,79.42,37.4,65.63,8.043,43.99
WF0260,MainEtch,49,792.2,12.33,18.894,84.71,38.76,66.2,7.892,49.77
WF0260,Overetch,50,377.29,9.32,27.396,90.2,16.2,62.67,8.236,47.46
WF0260,Overetch,51,396.78,11.66,26.491,92.01,17.08,63.17,7.93,50.58
WF0260,Overetch,52,447.2,6.25,26.514,92.76,19.64,63.26,8.365,42.37
WF0260,Overetch,53,452.13,10.02,25.634,91.67,16.89,62.56,8.057,45.43
WF0260,Overetch,54,472.59,8.91,25.282,92.87,19.01,63.3,7.835,49.11
WF0260,Overetch,55,486.93,8.77,24.776,95.32,17.47,62.99,8.11,48.6
WF0260,Overetch,56,488.54,12.88,24.952,94.46,18.58,63.48,8.042,46.01
WF0260,Overetch,57,475.56,11.92,24.829,91.03,17.99,62.91,7.935,45.88
WF0260,Overetch,58,487.45,12.65,24.318,92.89,20.53,63.55,7.894,48.87
WF0260,Overetch,59,486.1,6.05,24.17,93.35,20.21,63.31,8.02,46.52
WF0261,Stabilize,0,8.72,4.82,34.016,87.83,1.41,62.82,8.074,108.1
WF0261,Stabilize,1,-2.4,0.96,32.638,86.21,2.2,62.12,8.04,109.88
WF0261,Stabilize,2,16.79,1.42,31.97,91.46,2.71,62.48,8.003,106.39
WF0261,Stabilize,3,6.43,0.39,31.49,92.66,2.01,62.28,7.889,104.41
WF0261,Stabilize,4,18.94,0.47,31.979,91.32,3.31,62.04,8.072,107.8
WF0261,Stabilize,5,-1.03,1.43,31.013,88.83,1.87,62.26,7.954,106.95
WF0261,Stabilize,6,4.28,0.32,30.77,93.35,2.69,62.13,8.117,109.17
WF0261,Stabilize,7,5.07,4.92,30.919,92.54,2.76,62.11,7.836,108.15
WF0261,Stabilize,8,4.53,2.55,30.394,93.5,1.99,62.81,8.28,107.92
WF0261,Stabilize,9,9.64,0.0,30.544,95.13,2.5,61.83,8.177,107.2
WF0261,MainEtch,10,611.28,16.58,23.37,75.48,38.02,64.94,7.993,110.5
WF0261,MainEtch,11,664.49,13.85,21.993,73.88,34.04,64.17,8.089,111.93
WF0261,MainEtch,12,702.92,20.47,22.159,74.54,36.25,64.96,8.043,109.25
WF0261,MainEtch,13,748.16,21.95,21.205,74.99,36.95,64.78,7.957,116.42
WF0261,MainEtch,14,767.3,15.55,20.546,76.73,36.62,65.39,7.985,115.14
WF0261,MainEtch,15,765.08,15.11,20.835,78.32,35.84,64.89,7.979,115.06
WF0261,MainEtch,16,788.95,14.61,21.274,74.76,36.94,64.92,8.008,112.16
WF0261,MainEtch,17,808.37,17.21,21.343,75.08,35.18,65.34,8.117,111.6
WF0261,MainEtch,18,793.66,18.33,21.56,76.07,36.99,64.38,8.203,111.65
WF0261,MainEtch,19,809.14,18.21,20.544,77.24,36.78,64.67,7.872,111.61
WF0261,MainEtch,20,798.33,15.03,20.878,73.89,38.01,64.21,8.017,108.89
WF0261,MainEtch,21,804.24,19.06,20.761,76.38,36.8,64.51,8.038,116.1
WF0261,MainEtch,22,809.11,20.13,20.568,75.93,37.32,65.08,8.113,105.37
WF0261,MainEtch,23,810.6,12.67,20.345,79.02,36.69,65.0,7.936,112.75
WF0261,MainEtch,24,801.76,16.75,21.129,71.77,36.03,64.56,7.98,116.14
WF0261,MainEtch,25,823.28,19.52,20.459,77.4,36.83,64.8,8.168,106.63
WF0261,MainEtch,26,796.64,13.63,20.616,77.93,37.46,65.11,7.928,107.27
WF0261,MainEtch,27,803.3,17.89,20.786,77.62,38.19,64.87,7.915,114.04
WF0261,MainEtch,28,808.49,19.35,21.077,78.6,36.23,64.8,8.149,114.66
WF0261,MainEtch,29,820.47,18.3,20.618,76.62,36.41,65.29,7.918,112.23
WF0261,MainEtch,30,804.39,16.38,20.709,73.94,37.61,65.25,8.045,109.05
WF0261,MainEtch,31,804.42,17.25,19.848,77.09,36.66,64.36,7.95,108.99
WF0261,MainEtch,32,808.66,13.72,19.956,74.84,37.26,64.49,8.033,114.6
WF0261,MainEtch,33,803.28,15.91,21.501,77.13,37.56,65.22,7.93,108.67
WF0261,MainEtch,34,800.53,15.91,20.874,77.42,35.62,64.44,7.99,104.79
WF0261,MainEtch,35,800.67,17.69,21.025,77.35,38.74,64.37,8.026,103.2
WF0261,MainEtch,36,807.04,20.17,20.582,79.26,37.01,64.51,7.887,96.95
WF0261,MainEtch,37,805.01,18.74,20.882,77.13,37.32,65.0,8.112,91.98
WF0261,MainEtch,38,803.88,15.79,21.119,77.16,37.82,64.71,8.02,84.74
WF0261,MainEtch,39,800.5,20.75,20.704,75.47,37.51,64.02,8.096,81.81
WF0261,MainEtch,40,803.32,19.69,19.675,76.26,37.08,65.03,7.947,73.82
WF0261,MainEtch,41,804.4,15.53,20.665,75.91,38.32,65.03,8.094,68.06
WF0261,MainEtch,42,810.25,15.96,20.155,76.26,35.37,64.84,8.044,65.82
WF0261,MainEtch,43,800.53,17.38,20.094,77.35,38.85,65.11,7.97,59.81
WF0261,MainEtch,44,810.14,17.72,19.749,77.29,37.1,64.9,8.261,59.98
WF0261,MainEtch,45,791.99,18.47,20.641,74.91,36.21,64.67,8.177,59.61
WF0261,MainEtch,46,814.7,20.27,19.491,77.94,39.13,64.77,7.878,57.76
WF0261,MainEtch,47,789.35,16.17,20.097,76.29,37.24,64.25,8.098,62.35
WF0261,MainEtch,48,806.56,15.5,20.946,77.93,36.14,64.4,7.953,57.22
WF0261,MainEtch,49,817.57,17.06,21.018,78.81,37.2,65.37,7.952,56.84
WF0261,Overetch,50,378.47,9.4,29.049,80.18,23.17,61.98,7.922,52.71
WF0261,Overetch,51,425.51,11.32,28.909,80.87,21.29,61.9,7.961,52.27
WF0261,Overetch,52,458.26,10.16,27.167,79.19,22.51,61.36,7.903,48.88
WF0261,Overetch,53,472.52,10.74,27.321,82.48,21.07,62.67,8.032,52.94
WF0261,Overetch,54,470.82,8.82,26.995,81.37,20.87,63.0,8.19,45.37
WF0261,Overetch,55,495.32,11.37,25.848,82.74,22.97,61.66,8.106,53.83
WF0261,Overetch,56,486.82,18.8,25.922,83.01,21.75,62.2,7.904,52.59
WF0261,Overetch,57,501.09,11.42,25.065,82.05,22.36,61.62,7.987,42.47
WF0261,Overetch,58,504.11,12.34,25.971,84.73,22.13,62.53,8.033,53.89
WF0261,Overetch,59,507.08,11.93,25.835,81.2,21.49,61.8,7.993,57.14
WF0262,Stabilize,0,25.86,0.98,32.445,93.22,-4.44,62.72,8.086,97.24
WF0262,Stabilize,1,27.06,0.0,31.733,96.31,-2.88,62.79,7.94,98.13
WF0262,Stabilize,2,24.78,1.71,31.344,97.13,-5.81,62.41,7.834,97.24
WF0262,Stabilize,3,23.04,3.76,30.136,98.4,-2.24,62.8,8.114,97.44
WF0262,Stabilize,4,17.92,5.07,30.569,100.66,-3.69,62.78,8.08,95.35
WF0262,Stabilize,5,19.06,0.0,29.463,98.74,-5.29,62.39,7.903,100.64
WF0262,Stabilize,6,19.76,3.89,30.332,99.27,-5.44,62.6,7.982,96.3
WF0262,Stabilize,7,30.28,8.13,30.582,101.09,-4.88,62.53,8.02,98.63
WF0262,Stabilize,8,18.0,3.74,29.349,97.54,-5.02,63.2,8.05,98.54
WF0262,Stabilize,9,42.09,2.86,29.494,96.85,-4.79,62.18,8.121,97.98
WF0262,MainEtch,10,620.41,17.89,21.498,75.31,32.78,64.89,8.02,96.26
WF0262,MainEtch,11,699.35,20.05,20.304,76.19,35.17,64.85,7.953,97.53
WF0262,MainEtch,12,746.96,21.21,19.941,75.2,35.5,65.25,7.894,94.81
WF0262,MainEtch,13,777.0,17.93,20.106,77.56,35.54,65.32,8.041,92.99
WF0262,MainEtch,14,781.43,14.76,19.042,79.12,35.28,64.64,8.091,94.59
WF0262,MainEtch,15,797.65,14.75,19.953,76.89,35.64,65.23,7.944,96.67
WF0262,MainEtch,16,815.45,18.92,18.961,76.46,36.48,65.45,8.124,98.23
WF0262,MainEtch,17,822.63,17.24,18.691,79.3,34.21,64.74,7.861,98.09
WF0262,MainEtch,18,829.3,19.08,20.08,78.69,36.52,64.7,7.979,97.92
WF0262,MainEtch,19,815.71,17.26,19.48,80.96,34.76,65.49,8.131,98.18
WF0262,MainEtch,20,827.42,19.53,18.924,83.06,34.64,65.08,7.756,96.23
WF0262,MainEtch,21,839.69,17.07,19.535,78.79,36.29,64.56,8.159,96.19
WF0262,MainEtch,22,825.32,17.0,19.561,79.69,35.88,64.73,7.967,97.26
WF0262,MainEtch,23,824.57,15.56,19.391,78.43,38.8,64.17,7.922,99.81
WF0262,MainEtch,24,809.28,21.35,19.085,78.52,35.59,64.92,7.781,96.65
WF0262,MainEtch,25,830.91,20.0,19.963,79.66,36.32,65.36,7.917,95.9
WF0262,MainEtch,26,822.6,17.52,18.527,79.37,35.69,65.41,7.967,93.65
WF0262,MainEtch,27,823.96,16.6,19.415,79.74,34.95,64.87,8.206,93.74
WF0262,MainEtch,28,821.7,19.69,20.088,79.6,34.92,65.62,8.048,96.49
WF0262,MainEtch,29,820.42,22.68,19.569,80.22,36.21,65.12,8.167,98.29
WF0262,MainEtch,30,822.63,18.01,19.631,79.46,37.19,65.46,7.892,92.0
WF0262,MainEtch,31,833.12,15.19,19.123,78.02,36.4,64.87,8.055,90.82
WF0262,MainEtch,32,826.23,20.02,19.074,77.51,36.12,65.32,8.062,96.13
WF0262,MainEtch,33,834.71,18.5,19.774,79.93,36.32,65.57,7.942,91.67
WF0262,MainEtch,34,824.75,16.93,19.423,78.92,36.39,65.2,8.202,91.1
WF0262,MainEtch,35,827.15,19.82,18.818,81.2,35.88,65.22,8.09,89.6
WF0262,MainEtch,36,843.03,16.8,19.053,76.69,35.55,65.45,8.015,82.9
WF0262,MainEtch,37,836.81,18.48,18.279,79.27,37.57,64.92,8.029,69.02
WF0262,MainEtch,38,832.25,19.59,19.752,78.55,33.97,64.95,8.011,63.21
WF0262,MainEtch,39,829.35,17.67,19.503,79.07,37.06,64.79,8.056,61.61
WF0262,MainEtch,40,827.09,16.45,19.808,80.77,36.88,66.01,7.859,61.23
WF0262,MainEtch,41,830.8,15.87,19.44,80.03,36.06,65.24,7.95,52.24
WF0262,MainEtch,42,835.31,18.31,18.652,76.17,38.24,64.83,7.947,52.76
WF0262,MainEtch,43,845.96,18.69,19.276,78.52,36.83,64.72,7.922,43.86
WF0262,MainEtch,44,817.67,19.45,19.459,78.37,35.28,65.48,7.938,43.55
WF0262,MainEtch,45,833.8,19.96,19.272,80.37,35.78,64.86,8.181,46.15
WF0262,MainEtch,46,835.95,19.69,19.151,81.6,36.42,64.84,8.061,42.29
WF0262,MainEtch,47,833.84,19.52,20.257,79.02,34.9,65.28,7.926,41.75
WF0262,MainEtch,48,821.74,18.8,20.248,77.23,36.31,65.48,7.978,44.58
WF0262,MainEtch,49,827.04,17.8,19.383,77.97,35.16,65.12,7.951,45.26
WF0262,Overetch,50,402.46,11.82,28.031,84.85,15.7,62.96,7.882,38.94
WF0262,Overetch,51,442.4,11.73,26.639,87.35,15.66,62.36,7.954,43.91
WF0262,Overetch,52,465.37,12.74,25.546,87.25,15.33,62.44,7.856,42.22
WF0262,Overetch,53,497.7,7.35,26.016,86.13,14.71,62.77,7.831,45.51
WF0262,Overetch,54,496.13,15.9,25.769,89.14,16.86,63.15,8.172,39.11
WF0262,Overetch,55,504.45,8.98,24.68,87.03,17.07,62.63,7.902,40.63
WF0262,Overetch,56,506.78,9.99,24.83,87.4,16.98,62.18,8.057,43.57
WF0262,Overetch,57,528.24,11.74,24.562,89.43,15.67,62.2,8.09,39.26
WF0262,Overetch,58,509.76,13.29,25.124,91.22,16.6,62.35,8.176,40.67
WF0262,Overetch,59,517.77,10.29,24.071,90.54,13.99,62.92,7.924,42.45
WF0263,Stabilize,0,-2.8,0.0,33.338,94.75,-0.06,63.11,7.899,94.67
WF0263,Stabilize,1,-2.71,1.63,32.702,96.32,1.02,63.32,8.073,96.72
WF0263,Stabilize,2,1.28,1.61,32.254,96.23,-1.39,63.5,7.863,95.0
WF0263,Stabilize,3,-6.4,4.06,31.74,101.04,0.75,63.37,7.85,98.51
WF0263,Stabilize,4,-8.99,0.0,31.061,99.72,2.14,62.76,8.07,94.51
WF0263,Stabilize,5,-11.14,0.16,31.419,98.77,0.33,63.24,7.943,97.29
WF0263,Stabilize,6,-3.18,5.57,31.182,96.81,0.13,63.54,7.92,98.01
WF0263,Stabilize,7,-3.19,2.28,30.44,98.51,2.15,62.76,7.998,96.36
WF0263,Stabilize,8,-0.86,0.9,30.986,100.12,0.86,63.21,7.922,95.41
WF0263,Stabilize,9,-9.87,0.87,30.241,99.7,-0.33,63.01,8.006,94.27
WF0263,MainEtch,10,597.04,14.71,22.818,76.11,38.76,66.28,7.896,93.84
WF0263,MainEtch,11,658.7,17.13,22.145,76.89,39.17,65.17,7.931,92.38
WF0263,MainEtch,12,706.84,19.04,21.009,75.86,38.37,66.72,7.99,91.56
WF0263,MainEtch,13,740.58,16.85,21.483,76.34,40.54,65.57,8.102,101.35
WF0263,MainEtch,14,751.08,14.05,21.143,80.53,39.65,65.99,8.115,93.0
WF0263,MainEtch,15,778.58,20.82,20.387,77.21,38.04,65.99,7.908,100.53
WF0263,MainEtch,16,773.19,14.37,21.554,80.92,42.92,65.57,7.928,98.72
WF0263,MainEtch,17,767.38,14.75,20.483,81.15,40.25,66.48,7.968,99.09
WF0263,MainEtch,18,785.8,16.46,20.656,79.41,40.39,65.87,8.041,91.25
WF0263,MainEtch,19,787.37,16.44,20.626,80.99,40.87,65.44,8.156,96.17
WF0263,MainEtch,20,780.66,17.12,20.852,81.3,39.37,65.06,7.888,97.14
WF0263,MainEtch,21,791.92,16.86,20.311,77.92,42.74,66.36,8.257,96.76
WF0263,MainEtch,22,790.03,16.03,20.615,77.23,39.9,65.6,7.972,95.54
WF0263,MainEtch,23,789.73,14.1,20.74,79.86,39.88,65.22,7.894,97.67
WF0263,MainEtch,24,798.29,16.4,20.858,80.14,40.1,65.93,7.785,95.67
WF0263,MainEtch,25,787.03,16.46,20.384,81.21,41.64,65.25,8.006,96.56
WF0263,MainEtch,26,793.49,20.02,20.589,81.67,39.43,65.86,8.011,92.56
WF0263,MainEtch,27,800.69,14.75,21.304,80.24,39.8,66.11,8.217,93.46
WF0263,MainEtch,28,795.28,21.04,20.437,79.49,41.8,66.39,8.024,93.47
WF0263,MainEtch,29,792.83,19.2,21.074,80.58,41.84,65.55,7.94,93.37
WF0263,MainEtch,30,797.91,12.31,20.139,79.37,40.67,65.54,7.898,94.34
WF0263,MainEtch,31,795.19,11.45,19.873,81.39,41.32,65.34,7.931,92.53
WF0263,MainEtch,32,802.54,13.38,20.948,81.15,39.61,65.92,8.146,97.29
WF0263,MainEtch,33,797.86,16.76,20.794,78.45,40.66,65.3,8.105,86.91
WF0263,MainEtch,34,791.57,18.51,19.772,78.93,40.44,65.79,8.036,88.72
WF0263,MainEtch,35,782.9,17.26,20.688,80.34,40.47,65.61,7.893,88.16
WF0263,MainEtch,36,802.02,14.03,19.716,79.18,42.6,65.39,8.099,80.25
WF0263,MainEtch,37,786.56,15.28,20.871,78.08,38.54,65.67,8.024,68.91
WF0263,MainEtch,38,793.58,15.7,20.035,79.58,40.84,65.81,7.9,67.76
WF0263,MainEtch,39,802.2,18.49,20.292,80.57,42.71,65.69,7.696,62.83
WF0263,MainEtch,40,803.27,16.83,20.063,78.09,41.97,64.69,8.293,55.92
WF0263,MainEtch,41,798.6,17.16,20.01,78.05,39.81,66.31,7.927,53.38
WF0263,MainEtch,42,807.72,14.75,20.16,80.87,42.36,65.72,7.975,47.37
WF0263,MainEtch,43,808.79,17.31,20.758,80.59,41.47,65.8,8.031,46.68
WF0263,MainEtch,44,795.57,15.52,19.649,79.72,42.76,65.8,7.892,46.6
WF0263,MainEtch,45,803.81,16.31,20.623,78.68,39.77,66.08,7.937,45.15
WF0263,MainEtch,46,813.14,17.33,20.467,81.7,41.62,65.72,7.926,45.54
WF0263,MainEtch,47,781.49,13.93,19.928,81.41,39.21,65.8,7.892,41.27
WF0263,MainEtch,48,791.1,13.75,20.357,79.75,41.42,65.93,8.082,41.64
WF0263,MainEtch,49,797.41,16.3,20.49,76.94,39.88,65.49,7.794,35.61
WF0263,Overetch,50,377.17,13.19,28.278,83.52,19.44,63.5,7.726,44.58
WF0263,Overetch,51,419.22,11.19,28.054,87.08,20.82,63.71,8.059,43.16
WF0263,Overetch,52,458.14,15.89,27.776,88.86,20.81,63.98,7.888,38.8
WF0263,Overetch,53,449.83,6.11,27.253,91.27,20.63,63.18,7.88,44.04
WF0263,Overetch,54,471.06,11.55,26.006,93.09,21.46,63.23,7.929,42.04
WF0263,Overetch,55,480.44,11.92,26.486,90.16,19.55,63.14,7.838,45.12
WF0263,Overetch,56,477.17,10.13,25.955,88.34,20.75,63.24,7.896,42.31
WF0263,Overetch,57,484.09,10.5,25.524,91.62,19.89,63.77,7.987,39.02
WF0263,Overetch,58,488.76,7.64,26.396,88.97,22.66,62.96,7.927,40.57
WF0263,Overetch,59,491.86,9.86,25.817,89.77,21.4,63.15,7.869,39.95
WF0264,Stabilize,0,-17.52,0.91,31.66,94.87,-3.35,62.06,8.037,103.98
WF0264,Stabilize,1,-22.28,3.16,30.946,100.13,-1.61,62.19,7.824,101.96
WF0264,Stabilize,2,-23.97,0.6,30.887,97.18,-2.55,62.07,8.188,102.03
WF0264,Stabilize,3,-31.86,1.64,30.141,101.05,-1.02,62.05,8.069,101.36
WF0264,Stabilize,4,-19.53,0.0,30.199,100.43,-0.97,62.5,8.016,100.92
WF0264,Stabilize,5,-21.56,0.0,29.675,101.25,-0.69,61.81,8.037,102.35
WF0264,Stabilize,6,-14.27,0.26,29.929,98.89,-3.14,62.07,8.111,100.27
WF0264,Stabilize,7,-31.07,0.0,30.723,96.52,-2.34,62.43,7.987,97.81
WF0264,Stabilize,8,-23.61,0.0,29.868,102.67,-1.4,61.97,8.07,97.79
WF0264,Stabilize,9,-23.19,0.68,30.443,100.1,-3.86,62.68,8.167,99.39
WF0264,MainEtch,10,576.2,15.63,21.497,74.06,36.12,64.58,8.026,103.24
WF0264,MainEtch,11,651.24,17.61,21.529,75.15,35.9,65.12,8.156,100.51
WF0264,MainEtch,12,692.31,18.92,20.519,79.79,37.08,65.14,7.869,99.25
WF0264,MainEtch,13,719.13,13.66,19.91,80.51,38.52,64.58,7.974,102.1
WF0264,MainEtch,14,737.0,18.21,19.665,80.06,36.38,64.99,8.031,100.81
WF0264,MainEtch,15,749.84,16.31,19.63,83.51,39.16,64.23,8.023,100.81
WF0264,MainEtch,16,749.44,20.48,20.126,82.9,37.09,64.72,8.049,100.87
WF0264,MainEtch,17,766.52,17.55,20.063,82.24,36.34,65.43,8.21,95.1
WF0264,MainEtch,18,769.46,16.05,19.021,82.32,40.07,64.64,7.808,101.63
WF0264,MainEtch,19,769.93,16.43,19.368,84.49,35.36,64.82,7.861,100.37
WF0264,MainEtch,20,772.02,19.1,18.688,80.77,40.01,64.75,7.959,97.86
WF0264,MainEtch,21,774.34,16.27,19.273,81.97,36.14,64.69,8.034,100.24
WF0264,MainEtch,22,777.34,12.95,19.841,80.63,37.65,64.09,7.945,102.69
WF0264,MainEtch,23,766.58,12.59,18.292,81.16,38.6,64.74,7.962,97.91
WF0264,MainEtch,24,775.36,15.4,19.319,79.93,38.25,64.93,7.917,98.07
WF0264,MainEtch,25,774.41,17.57,18.866,81.13,36.46,64.35,8.013,102.96
WF0264,MainEtch,26,773.58,14.59,19.084,82.43,36.87,64.8,7.935,99.33
WF0264,MainEtch,27,775.71,15.49,19.738,80.65,39.44,64.69,7.8,105.53
WF0264,MainEtch,28,777.09,17.04,19.394,80.11,35.62,64.64,8.098,97.09
WF0264,MainEtch,29,774.25,13.48,18.821,82.05,36.46,64.28,8.064,101.11
WF0264,MainEtch,30,778.31,15.39,19.858,79.83,38.7,64.31,7.876,95.53
WF0264,MainEtch,31,779.14,13.43,19.605,79.86,37.88,64.77,7.947,102.87
WF0264,MainEtch,32,786.07,16.8,19.573,78.52,35.64,64.32,8.042,100.09
WF0264,MainEtch,33,782.17,20.96,19.851,82.02,37.38,64.28,7.987,94.38
WF0264,MainEtch,34,780.35,16.12,19.073,83.31,38.2,64.39,7.981,89.49
WF0264,MainEtch,35,769.95,20.22,18.886,80.65,37.84,65.06,7.961,88.43
WF0264,MainEtch,36,772.53,13.29,19.414,82.2,37.96,64.96,8.232,85.55
WF0264,MainEtch,37,771.6,14.68,18.883,83.17,38.42,65.18,8.197,78.3
WF0264,MainEtch,38,774.15,18.89,19.866,81.89,36.48,64.65,8.123,73.54
WF0264,MainEtch,39,784.68,18.71,18.964,77.25,39.2,64.5,8.126,66.78
WF0264,MainEtch,40,799.58,16.97,18.302,82.09,38.21,64.68,8.174,63.85
WF0264,MainEtch,41,773.86,16.73,19.168,81.75,36.28,65.15,8.098,55.37
WF0264,MainEtch,42,782.88,17.79,19.148,82.63,38.42,64.67,8.045,54.73
WF0264,MainEtch,43,774.51,16.07,18.883,79.72,38.3,64.05,7.892,45.9
WF0264,MainEtch,44,789.4,17.57,19.181,79.68,38.24,65.8,7.934,45.23
WF0264,MainEtch,45,774.27,13.59,19.476,82.08,40.58,64.52,8.188,47.65
WF0264,MainEtch,46,777.97,15.04,18.807,79.42,37.6,64.57,8.036,47.37
WF0264,MainEtch,47,775.33,16.89,19.437,84.11,36.54,64.74,8.135,46.28
WF0264,MainEtch,48,779.72,15.93,18.847,83.76,36.35,65.42,8.146,40.81
WF0264,MainEtch,49,791.4,15.94,18.345,79.71,39.94,64.77,8.279,44.89
WF0264,Overetch,50,353.83,12.95,27.032,87.6,15.19,62.06,7.937,46.08
WF0264,Overetch,51,395.47,11.01,26.152,90.59,16.19,61.63,7.895,41.43
WF0264,Overetch,52,428.2,7.99,25.17,87.37,16.23,62.09,8.26,46.99
WF0264,Overetch,53,454.65,9.85,25.155,90.03,19.32,62.03,8.108,42.99
WF0264,Overetch,54,449.87,8.58,24.806,88.5,17.91,62.29,7.929,49.09
WF0264,Overetch,55,465.28,8.16,24.458,90.32,18.45,62.34,7.836,45.49
WF0264,Overetch,56,469.17,10.67,25.224,89.93,16.98,61.72,7.99,43.69
WF0264,Overetch,57,467.91,10.33,24.873,92.97,19.12,62.22,7.908,47.12
WF0264,Overetch,58,461.75,11.84,24.269,92.84,18.26,62.11,8.193,45.9
WF0264,Overetch,59,471.8,11.09,23.826,88.08,18.92,61.73,8.095,40.99
WF0265,Stabilize,0,-48.8,4.43,33.878,93.09,-0.38,63.13,7.897,87.04
WF0265,Stabilize,1,-56.8,4.65,32.851,94.21,-2.12,62.73,7.809,93.69
WF0265,Stabilize,2,-50.85,7.07,31.366,95.34,-1.51,62.84,7.968,94.75
WF0265,Stabilize,3,-48.86,1.25,31.648,94.63,-2.0,62.57,8.016,90.71
WF0265,Stabilize,4,-55.38,4.4,30.777,94.94,-0.8,62.4,8.012,90.28
WF0265,Stabilize,5,-33.84,7.66,31.345,96.36,-2.27,62.61,8.091,91.05
WF0265,Stabilize,6,-54.36,7.63,31.424,99.99,-1.93,62.72,7.991,88.74
WF0265,Stabilize,7,-61.85,3.81,30.498,97.37,-2.24,62.75,8.002,92.23
WF0265,Stabilize,8,-50.91,4.91,30.925,96.87,-1.18,62.68,7.844,90.25
